id,price,volume,timestamp
1775,167,,1.4275E+12
1775,167,,1.42759E+12
1775,163,,1.42767E+12
1775,161,,1.42776E+12
1775,157,,1.42785E+12
1775,154,,1.42793E+12
1775,150,,1.42802E+12
1775,148,,1.42811E+12
1775,148,,1.42819E+12
1775,151,,1.42828E+12
1775,154,,1.42836E+12
1775,153,,1.42845E+12
1775,151,,1.42854E+12
1775,154,,1.42862E+12
1775,155,,1.42871E+12
1775,157,,1.4288E+12
1775,157,,1.42888E+12
1775,159,,1.42897E+12
1775,156,,1.42906E+12
1775,155,,1.42914E+12
1775,153,,1.42923E+12
1775,150,,1.42932E+12
1775,145,,1.4294E+12
1775,145,,1.42949E+12
1775,143,,1.42957E+12
1775,140,,1.42966E+12
1775,136,,1.42975E+12
1775,137,,1.42983E+12
1775,140,,1.42992E+12
1775,137,,1.43001E+12
1775,135,,1.43009E+12
1775,139,,1.43018E+12
1775,137,,1.43027E+12
1775,136,,1.43035E+12
1775,136,,1.43044E+12
1775,138,,1.43052E+12
1775,134,,1.43061E+12
1775,130,,1.4307E+12
1775,129,,1.43078E+12
1775,130,,1.43087E+12
1775,132,,1.43096E+12
1775,136,,1.43104E+12
1775,142,,1.43113E+12
1775,148,,1.43122E+12
1775,155,,1.4313E+12
1775,162,,1.43139E+12
1775,170,,1.43148E+12
1775,177,,1.43156E+12
1775,176,,1.43165E+12
1775,169,,1.43173E+12
1775,161,,1.43182E+12
1775,153,,1.43191E+12
1775,146,,1.43199E+12
1775,144,,1.43208E+12
1775,139,,1.43217E+12
1775,136,,1.43225E+12
1775,139,,1.43234E+12
1775,145,,1.43243E+12
1775,151,,1.43251E+12
1775,159,,1.4326E+12
1775,162,,1.43268E+12
1775,160,,1.43277E+12
1775,154,,1.43286E+12
1775,148,,1.43294E+12
1775,145,,1.43303E+12
1775,142,,1.43312E+12
1775,139,,1.4332E+12
1775,136,,1.43329E+12
1775,133,,1.43338E+12
1775,132,,1.43346E+12
1775,134,,1.43355E+12
1775,141,,1.43364E+12
1775,147,,1.43372E+12
1775,151,,1.43381E+12
1775,158,,1.43389E+12
1775,153,,1.43398E+12
1775,152,,1.43407E+12
1775,151,,1.43415E+12
1775,154,,1.43424E+12
1775,155,,1.43433E+12
1775,161,,1.43441E+12
1775,166,,1.4345E+12
1775,172,,1.43459E+12
1775,175,,1.43467E+12
1775,181,,1.43476E+12
1775,172,,1.43484E+12
1775,164,,1.43493E+12
1775,160,,1.43502E+12
1775,157,,1.4351E+12
1775,150,,1.43519E+12
1775,146,,1.43528E+12
1775,146,,1.43536E+12
1775,145,,1.43545E+12
1775,150,,1.43554E+12
1775,156,,1.43562E+12
1775,161,,1.43571E+12
1775,160,,1.4358E+12
1775,158,,1.43588E+12
1775,156,,1.43597E+12
1775,150,,1.43605E+12
1775,147,,1.43614E+12
1775,148,,1.43623E+12
1775,148,,1.43631E+12
1775,147,,1.4364E+12
1775,145,,1.43649E+12
1775,143,,1.43657E+12
1775,142,,1.43666E+12
1775,142,,1.43675E+12
1775,137,,1.43683E+12
1775,135,,1.43692E+12
1775,140,,1.437E+12
1775,144,,1.43709E+12
1775,145,,1.43718E+12
1775,144,,1.43726E+12
1775,147,,1.43735E+12
1775,151,,1.43744E+12
1775,157,,1.43752E+12
1775,164,,1.43761E+12
1775,168,,1.4377E+12
1775,163,,1.43778E+12
1775,158,,1.43787E+12
1775,156,,1.43796E+12
1775,154,,1.43804E+12
1775,156,,1.43813E+12
1775,156,,1.43821E+12
1775,156,,1.4383E+12
1775,157,,1.43839E+12
1775,158,,1.43847E+12
1775,155,,1.43856E+12
1775,153,,1.43865E+12
1775,150,,1.43873E+12
1775,145,,1.43882E+12
1775,139,,1.43891E+12
1775,137,,1.43899E+12
1775,133,,1.43908E+12
1775,138,,1.43916E+12
1775,142,,1.43925E+12
1775,144,,1.43934E+12
1775,140,,1.43942E+12
1775,143,,1.43951E+12
1775,144,,1.4396E+12
1775,142,,1.43968E+12
1775,142,,1.43977E+12
1775,145,,1.43986E+12
1775,142,,1.43994E+12
1775,141,,1.44003E+12
1775,142,,1.44012E+12
1775,140,,1.4402E+12
1775,139,,1.44029E+12
1775,137,,1.44037E+12
1775,141,,1.44046E+12
1775,141,,1.44055E+12
1775,140,,1.44063E+12
1775,139,,1.44072E+12
1775,138,,1.44081E+12
1775,142,,1.44089E+12
1775,141,,1.44098E+12
1775,142,,1.44107E+12
1775,142,,1.44115E+12
1775,142,,1.44124E+12
1775,141,,1.44132E+12
1775,142,,1.44141E+12
1775,140,,1.4415E+12
1775,139,,1.44158E+12
1775,140,,1.44167E+12
1775,143,,1.44176E+12
1775,148,,1.44184E+12
1775,154,,1.44193E+12
1775,158,,1.44202E+12
1775,156,,1.4421E+12
1775,157,,1.44219E+12
1775,162,,1.44228E+12
1775,168,,1.44236E+12
1775,166,,1.44245E+12
1775,171,,1.44253E+12
1775,163,,1.44262E+12
1775,157,,1.44271E+12
1775,155,,1.44279E+12
1775,154,,1.44288E+12
1775,157,,1.44297E+12
1775,164,,1.44305E+12
1775,163,,1.44314E+12
1775,168,,1.44323E+12
1775,179,,1.4434E+12
1775,176,,1.44348E+12
1775,182,,1.44357E+12
1775,187,,1.44366E+12
1775,199,,1.44409E+12
1775,190,,1.44418E+12
1775,186,,1.44426E+12
1775,187,,1.44435E+12
1775,180,,1.44444E+12
1775,175,,1.44452E+12
1775,174,,1.44461E+12
1775,176,,1.44469E+12
1775,182,,1.44478E+12
1775,179,,1.44487E+12
1775,176,,1.44495E+12
1775,172,,1.44504E+12
1775,170,,1.44513E+12
1775,164,,1.44521E+12
1775,157,,1.4453E+12
1775,150,,1.44539E+12
1775,144,,1.44556E+12
1775,144,,1.44564E+12
1775,147,,1.44573E+12
1775,145,,1.44582E+12
1775,150,,1.4459E+12
1775,153,,1.44599E+12
1775,156,,1.44616E+12
1775,157,,1.44625E+12
1775,156,,1.44634E+12
1775,155,,1.44642E+12
1775,151,,1.44651E+12
1775,145,,1.4466E+12
1775,145,,1.44668E+12
1775,149,,1.44677E+12
1775,152,,1.44685E+12
1775,153,,1.44694E+12
1775,147,,1.44703E+12
1775,147,,1.44711E+12
1775,151,,1.4472E+12
1775,153,,1.44729E+12
1775,152,,1.44737E+12
1775,151,,1.44746E+12
1775,154,,1.44755E+12
1775,157,,1.44763E+12
1775,158,,1.44772E+12
1775,155,,1.4478E+12
